condition,seed,r,n1_r,n0_r,n_r,c_r,bh_threshold_at_r,dagger_satisfied
contaminated,0,143,750,644,1394,1.0,6244.930232558139,False
contaminated,0,198,750,868,1618,1.0,8646.826475849732,False
contaminated,0,276,750,1280,2030,1.0,12053.15205724508,False
contaminated,0,384,750,1694,2444,1.0,16769.602862254025,False
contaminated,0,535,750,2246,2996,1.0,23363.899821109124,False
contaminated,0,745,750,2946,3696,1.0,32534.776386404297,False
contaminated,0,1037,750,4197,4947,1.0,45286.66189624329,False
contaminated,0,1443,750,5861,6611,1.0,63017.023255813954,False
contaminated,0,2008,750,8221,8971,1.0,87691.04830053667,False
contaminated,0,2795,750,11456,12206,1.0,122060.0,False
contaminated,1,1,732,0,732,0.976,42.82042253521127,True
contaminated,1,2,748,1,749,0.9973333333333333,85.64084507042254,True
contaminated,1,3,749,9,758,0.9986666666666667,128.4612676056338,True
contaminated,1,4,749,10,759,0.9986666666666667,171.2816901408451,True
contaminated,1,5,749,19,768,0.9986666666666667,214.10211267605635,True
contaminated,1,7,750,24,774,1.0,299.7429577464789,True
contaminated,1,10,750,47,797,1.0,428.2042253521127,True
contaminated,1,14,750,89,839,1.0,599.4859154929578,True
contaminated,1,20,750,97,847,1.0,856.4084507042254,False
contaminated,1,27,750,125,875,1.0,1156.1514084507041,False
contaminated,1,38,750,195,945,1.0,1627.176056338028,False
contaminated,1,53,750,248,998,1.0,2269.4823943661972,False
contaminated,1,74,750,347,1097,1.0,3168.711267605634,False
contaminated,1,103,750,446,1196,1.0,4410.5035211267605,False
contaminated,1,144,750,574,1324,1.0,6166.140845070423,False
contaminated,1,201,750,790,1540,1.0,8606.904929577466,False
contaminated,1,279,750,1108,1858,1.0,11946.897887323943,False
contaminated,1,389,750,1442,2192,1.0,16657.144366197186,False
contaminated,1,542,750,2063,2813,1.0,23208.669014084506,False
contaminated,1,755,750,3004,3754,1.0,32329.419014084506,False
contaminated,1,1051,750,4220,4970,1.0,45004.26408450704,False
contaminated,1,1464,750,5941,6691,1.0,62689.09859154929,False
contaminated,1,2039,750,8263,9013,1.0,87310.84154929577,False
contaminated,1,2840,750,11411,12161,1.0,121610.0,False
contaminated,2,1,750,21,771,1.0,41.53211954654758,True
contaminated,2,2,750,27,777,1.0,83.06423909309515,True
contaminated,2,3,750,30,780,1.0,124.59635863964273,True
contaminated,2,4,750,34,784,1.0,166.1284781861903,True
contaminated,2,5,750,34,784,1.0,207.6605977327379,True
contaminated,2,7,750,36,786,1.0,290.72483682583305,True
contaminated,2,10,750,61,811,1.0,415.3211954654758,True
contaminated,2,14,750,77,827,1.0,581.4496736516661,True
contaminated,2,20,750,85,835,1.0,830.6423909309516,True
contaminated,2,28,750,130,880,1.0,1162.8993473033322,False
contaminated,2,39,750,169,919,1.0,1619.7526623153556,False
contaminated,2,54,750,231,981,1.0,2242.734455513569,False
contaminated,2,75,750,314,1064,1.0,3114.9089659910683,False
contaminated,2,105,750,390,1140,1.0,4360.872552387496,False
contaminated,2,146,750,571,1321,1.0,6063.689453795946,False
contaminated,2,204,750,755,1505,1.0,8472.552387495705,False
contaminated,2,284,750,1034,1784,1.0,11795.121951219513,False
contaminated,2,396,750,1477,2227,1.0,16446.719340432843,False
contaminated,2,553,750,2031,2781,1.0,22967.262109240808,False
contaminated,2,770,750,2736,3486,1.0,31979.732050841638,False
contaminated,2,1074,750,4020,4770,1.0,44605.4963929921,False
contaminated,2,1498,750,5817,6567,1.0,62215.11508072827,False
contaminated,2,2088,750,8137,8887,1.0,86719.06561319134,False
contaminated,2,2911,750,11340,12090,1.0,120900.0,False
contaminated,3,1,739,1,740,0.9853333333333333,41.709755256807995,True
contaminated,3,2,747,4,751,0.996,83.41951051361599,True
contaminated,3,3,750,26,776,1.0,125.129265770424,True
contaminated,3,4,750,28,778,1.0,166.83902102723198,True
contaminated,3,5,750,28,778,1.0,208.54877628403997,True
contaminated,3,7,750,40,790,1.0,291.968286797656,True
contaminated,3,10,750,44,794,1.0,417.09755256807995,True
contaminated,3,14,750,68,818,1.0,583.936573595312,True
contaminated,3,20,750,81,831,1.0,834.1951051361599,False
contaminated,3,28,750,116,866,1.0,1167.873147190624,False
contaminated,3,39,750,163,913,1.0,1626.680455015512,False
contaminated,3,54,750,203,953,1.0,2252.326783867632,False
contaminated,3,75,750,290,1040,1.0,3128.2316442605998,False
contaminated,3,105,750,412,1162,1.0,4379.52430196484,False
contaminated,3,146,750,590,1340,1.0,6089.624267493968,False
contaminated,3,203,750,860,1610,1.0,8467.080317132024,False
contaminated,3,284,750,1193,1943,1.0,11845.570492933472,False
contaminated,3,395,750,1626,2376,1.0,16475.35332643916,False
contaminated,3,551,750,2243,2993,1.0,22982.075146501207,False
contaminated,3,768,750,3123,3873,1.0,32033.092037228544,False
contaminated,3,1071,750,4315,5065,1.0,44671.14788004136,False
contaminated,3,1493,750,5881,6631,1.0,62272.66459841434,False
contaminated,3,2081,750,8040,8790,1.0,86798.00068941744,False
contaminated,3,2901,750,11350,12100,1.0,121000.0,False
contaminated,4,1,749,4,753,0.9986666666666667,42.432715833624606,True
contaminated,4,2,750,7,757,1.0,84.86543166724921,True
contaminated,4,3,750,10,760,1.0,127.29814750087382,True
contaminated,4,4,750,12,762,1.0,169.73086333449842,True
contaminated,4,5,750,16,766,1.0,212.16357916812302,True
contaminated,4,7,750,25,775,1.0,297.0290108353722,True
contaminated,4,10,750,43,793,1.0,424.32715833624604,True
contaminated,4,14,750,79,829,1.0,594.0580216707444,True
contaminated,4,20,750,95,845,1.0,848.6543166724921,False
contaminated,4,28,750,122,872,1.0,1188.1160433414889,False
contaminated,4,38,750,176,926,1.0,1612.443201677735,False
contaminated,4,53,750,229,979,1.0,2248.933939182104,False
contaminated,4,75,750,333,1083,1.0,3182.4536875218455,False
contaminated,4,104,750,479,1229,1.0,4413.002446696959,False
contaminated,4,145,750,628,1378,1.0,6152.743795875567,False
contaminated,4,202,750,926,1676,1.0,8571.40859839217,False
contaminated,4,281,750,1252,2002,1.0,11923.593149248514,False
contaminated,4,391,750,1667,2417,1.0,16591.191890947222,False
contaminated,4,545,750,2278,3028,1.0,23125.83012932541,False
contaminated,4,759,750,3174,3924,1.0,32206.43131772108,False
contaminated,4,1058,750,4286,5036,1.0,44893.81335197484,False
contaminated,4,1474,750,6060,6810,1.0,62545.82313876267,False
contaminated,4,2054,750,8274,9024,1.0,87156.79832226493,False
contaminated,4,2861,750,11390,12140,1.0,121400.0,False
contaminated,5,1,750,4,754,1.0,43.308457711442784,True
contaminated,5,2,750,4,754,1.0,86.61691542288557,True
contaminated,5,3,750,12,762,1.0,129.92537313432837,True
contaminated,5,4,750,17,767,1.0,173.23383084577114,True
contaminated,5,5,750,17,767,1.0,216.54228855721394,True
contaminated,5,7,750,18,768,1.0,303.1592039800995,True
contaminated,5,10,750,22,772,1.0,433.0845771144279,True
contaminated,5,14,750,43,793,1.0,606.318407960199,True
contaminated,5,20,750,59,809,1.0,866.1691542288557,False
contaminated,5,27,750,96,846,1.0,1169.3283582089553,False
contaminated,5,38,750,118,868,1.0,1645.721393034826,False
contaminated,5,53,750,182,932,1.0,2295.3482587064677,False
contaminated,5,74,750,281,1031,1.0,3204.8258706467664,False
contaminated,5,103,750,402,1152,1.0,4460.771144278608,False
contaminated,5,143,750,572,1322,1.0,6193.109452736318,False
contaminated,5,199,750,874,1624,1.0,8618.383084577115,False
contaminated,5,278,750,1160,1910,1.0,12039.751243781095,False
contaminated,5,386,750,1544,2294,1.0,16717.064676616916,False
contaminated,5,538,750,2208,2958,1.0,23299.95024875622,False
contaminated,5,749,750,3117,3867,1.0,32438.034825870647,False
contaminated,5,1043,750,4285,5035,1.0,45170.72139303482,False
contaminated,5,1452,750,5984,6734,1.0,62883.880597014926,False
contaminated,5,2021,750,8259,9009,1.0,87526.39303482587,False
contaminated,5,2814,750,11437,12187,1.0,121870.0,False
contaminated,6,1,741,1,742,0.988,41.96051264288189,True
contaminated,6,2,745,2,747,0.9933333333333333,83.92102528576378,True
contaminated,6,3,748,6,754,0.9973333333333333,125.88153792864566,True
contaminated,6,4,750,6,756,1.0,167.84205057152755,True
contaminated,6,5,750,6,756,1.0,209.80256321440942,True
contaminated,6,7,750,14,764,1.0,293.72358850017315,True
contaminated,6,10,750,25,775,1.0,419.60512642881883,True
contaminated,6,14,750,53,803,1.0,587.4471770003463,True
contaminated,6,20,750,76,826,1.0,839.2102528576377,False
contaminated,6,28,750,104,854,1.0,1174.8943540006926,False
contaminated,6,39,750,157,907,1.0,1636.4599930723934,False
contaminated,6,54,750,254,1004,1.0,2265.867682715622,False
contaminated,6,75,750,361,1111,1.0,3147.038448216141,False
contaminated,6,104,750,441,1191,1.0,4363.893314859716,False
contaminated,6,145,750,624,1374,1.0,6084.274333217873,False
contaminated,6,203,750,835,1585,1.0,8517.984066505021,False
contaminated,6,283,750,1086,1836,1.0,11874.825077935573,False
contaminated,6,394,750,1553,2303,1.0,16532.441981295462,False
contaminated,6,549,750,2071,2821,1.0,23036.321440942153,False
contaminated,6,765,750,2913,3663,1.0,32099.792171804642,False
contaminated,6,1066,750,4183,4933,1.0,44729.90647731209,False
contaminated,6,1486,750,5854,6604,1.0,62353.32178732248,False
contaminated,6,2071,750,8170,8920,1.0,86900.22168340838,False
contaminated,6,2887,750,11364,12114,1.0,121140.0,False
contaminated,7,1,750,1,751,1.0,41.56754898590581,True
contaminated,7,2,750,2,752,1.0,83.13509797181162,True
contaminated,7,3,750,7,757,1.0,124.70264695771742,True
contaminated,7,4,750,13,763,1.0,166.27019594362324,True
contaminated,7,5,750,17,767,1.0,207.83774492952904,True
contaminated,7,7,750,26,776,1.0,290.97284290134064,True
contaminated,7,10,750,29,779,1.0,415.6754898590581,True
contaminated,7,14,750,58,808,1.0,581.9456858026813,True
contaminated,7,20,750,85,835,1.0,831.3509797181162,True
contaminated,7,28,750,109,859,1.0,1163.8913716053626,False
contaminated,7,39,750,126,876,1.0,1621.1344104503266,False
contaminated,7,54,750,185,935,1.0,2244.647645238914,False
contaminated,7,75,750,251,1001,1.0,3117.5661739429356,False
contaminated,7,105,750,366,1116,1.0,4364.59264352011,False
contaminated,7,146,750,544,1294,1.0,6068.862151942249,False
contaminated,7,204,750,753,1503,1.0,8479.779993124786,False
contaminated,7,284,750,1023,1773,1.0,11805.18391199725,False
contaminated,7,396,750,1483,2233,1.0,16460.7493984187,False
contaminated,7,552,750,2085,2835,1.0,22945.28704022001,False
contaminated,7,770,750,2882,3632,1.0,32007.01271914747,False
contaminated,7,1073,750,4021,4771,1.0,44601.98006187693,False
contaminated,7,1497,750,5603,6353,1.0,62226.620831901,False
contaminated,7,2087,750,7915,8665,1.0,86751.47473358542,False
contaminated,7,2909,750,11342,12092,1.0,120920.0,False
contaminated,8,1,750,13,763,1.0,42.3047419804742,True
contaminated,8,2,750,24,774,1.0,84.6094839609484,True
contaminated,8,3,750,27,777,1.0,126.91422594142259,True
contaminated,8,4,750,27,777,1.0,169.2189679218968,True
contaminated,8,5,750,28,778,1.0,211.523709902371,True
contaminated,8,7,750,42,792,1.0,296.1331938633194,True
contaminated,8,10,750,48,798,1.0,423.047419804742,True
contaminated,8,14,750,94,844,1.0,592.2663877266388,True
contaminated,8,20,750,110,860,1.0,846.094839609484,True
contaminated,8,28,750,139,889,1.0,1184.5327754532775,False
contaminated,8,38,750,199,949,1.0,1607.5801952580196,False
contaminated,8,54,750,252,1002,1.0,2284.456066945607,False
contaminated,8,75,750,314,1064,1.0,3172.855648535565,False
contaminated,8,104,750,450,1200,1.0,4399.693165969316,False
contaminated,8,145,750,632,1382,1.0,6134.187587168759,False
contaminated,8,202,750,819,1569,1.0,8545.557880055789,False
contaminated,8,281,750,1107,1857,1.0,11887.63249651325,False
contaminated,8,392,750,1615,2365,1.0,16583.458856345886,False
contaminated,8,546,750,2198,2948,1.0,23098.38912133891,False
contaminated,8,761,750,3029,3779,1.0,32193.908647140863,False
contaminated,8,1060,750,4234,4984,1.0,44843.02649930265,False
contaminated,8,1477,750,5915,6665,1.0,62484.103905160395,False
contaminated,8,2058,750,8272,9022,1.0,87063.1589958159,False
contaminated,8,2868,750,11383,12133,1.0,121330.0,False
contaminated,9,1,749,5,754,0.9986666666666667,42.65356265356265,True
contaminated,9,2,749,7,756,0.9986666666666667,85.3071253071253,True
contaminated,9,3,749,9,758,0.9986666666666667,127.96068796068796,True
contaminated,9,4,749,9,758,0.9986666666666667,170.6142506142506,True
contaminated,9,5,749,9,758,0.9986666666666667,213.26781326781327,True
contaminated,9,7,750,16,766,1.0,298.5749385749386,True
contaminated,9,10,750,28,778,1.0,426.53562653562653,True
contaminated,9,14,750,38,788,1.0,597.1498771498772,True
contaminated,9,20,750,42,792,1.0,853.0712530712531,False
contaminated,9,28,750,93,843,1.0,1194.2997542997543,False
contaminated,9,38,750,147,897,1.0,1620.8353808353809,False
contaminated,9,53,750,240,990,1.0,2260.6388206388206,False
contaminated,9,74,750,342,1092,1.0,3156.3636363636365,False
contaminated,9,104,750,505,1255,1.0,4435.970515970516,False
contaminated,9,144,750,692,1442,1.0,6142.1130221130215,False
contaminated,9,201,750,873,1623,1.0,8573.366093366094,False
contaminated,9,280,750,1204,1954,1.0,11942.997542997542,False
contaminated,9,390,750,1583,2333,1.0,16634.889434889432,False
contaminated,9,543,750,2133,2883,1.0,23160.884520884523,False
contaminated,9,757,750,2889,3639,1.0,32288.74692874693,False
contaminated,9,1054,750,4094,4844,1.0,44956.85503685504,False
contaminated,9,1468,750,5891,6641,1.0,62615.42997542997,False
contaminated,9,2045,750,8161,8911,1.0,87226.53562653562,False
contaminated,9,2849,750,11402,12152,1.0,121520.0,False
contaminated,10,1,747,1,748,0.996,41.53211954654758,True
contaminated,10,2,749,10,759,0.9986666666666667,83.06423909309515,True
contaminated,10,3,749,14,763,0.9986666666666667,124.59635863964273,True
contaminated,10,4,750,16,766,1.0,166.1284781861903,True
contaminated,10,5,750,24,774,1.0,207.6605977327379,True
contaminated,10,7,750,32,782,1.0,290.72483682583305,True
contaminated,10,10,750,68,818,1.0,415.3211954654758,True
contaminated,10,14,750,80,830,1.0,581.4496736516661,True
contaminated,10,20,750,112,862,1.0,830.6423909309516,True
contaminated,10,28,750,117,867,1.0,1162.8993473033322,False
contaminated,10,39,750,145,895,1.0,1619.7526623153556,False
contaminated,10,54,750,190,940,1.0,2242.734455513569,False
contaminated,10,75,750,272,1022,1.0,3114.9089659910683,False
contaminated,10,105,750,352,1102,1.0,4360.872552387496,False
contaminated,10,146,750,535,1285,1.0,6063.689453795946,False
contaminated,10,204,750,820,1570,1.0,8472.552387495705,False
contaminated,10,284,750,1140,1890,1.0,11795.121951219513,False
contaminated,10,396,750,1533,2283,1.0,16446.719340432843,False
contaminated,10,553,750,2104,2854,1.0,22967.262109240808,False
contaminated,10,770,750,2912,3662,1.0,31979.732050841638,False
contaminated,10,1074,750,4036,4786,1.0,44605.4963929921,False
contaminated,10,1498,750,5781,6531,1.0,62215.11508072827,False
contaminated,10,2088,750,8101,8851,1.0,86719.06561319134,False
contaminated,10,2911,750,11340,12090,1.0,120900.0,False
contaminated,11,1,674,0,674,0.8986666666666666,40.45745038681466,True
contaminated,11,2,748,2,750,0.9973333333333333,80.91490077362933,True
contaminated,11,3,749,4,753,0.9986666666666667,121.372351160444,True
contaminated,11,4,750,5,755,1.0,161.82980154725865,True
contaminated,11,5,750,9,759,1.0,202.28725193407334,True
contaminated,11,7,750,16,766,1.0,283.2021527077026,True
contaminated,11,10,750,17,767,1.0,404.5745038681467,True
contaminated,11,14,750,24,774,1.0,566.4043054154052,True
contaminated,11,20,750,36,786,1.0,809.1490077362934,False
contaminated,11,28,750,89,839,1.0,1132.8086108308105,False
contaminated,11,39,750,131,881,1.0,1577.840565085772,False
contaminated,11,55,750,201,951,1.0,2225.1597712748066,False
contaminated,11,76,750,277,1027,1.0,3074.7662293979147,False
contaminated,11,106,750,402,1152,1.0,4288.489741002354,False
contaminated,11,148,750,548,1298,1.0,5987.70265724857,False
contaminated,11,207,750,829,1579,1.0,8374.692230070636,False
contaminated,11,289,750,1135,1885,1.0,11692.203161789437,False
contaminated,11,403,750,1498,2248,1.0,16304.352505886312,False
contaminated,11,562,750,2070,2820,1.0,22737.08711738984,False
contaminated,11,784,750,2803,3553,1.0,31718.6411032627,False
contaminated,11,1094,750,3971,4721,1.0,44260.45072317524,False
contaminated,11,1527,750,5673,6423,1.0,61778.526740666,False
contaminated,11,2130,750,8197,8947,1.0,86174.36932391523,False
contaminated,11,2973,750,11278,12028,1.0,120280.0,False
contaminated,12,1,749,1,750,0.9986666666666667,42.46939489331935,True
contaminated,12,2,749,5,754,0.9986666666666667,84.9387897866387,True
contaminated,12,3,750,9,759,1.0,127.40818467995803,True
contaminated,12,4,750,12,762,1.0,169.8775795732774,True
contaminated,12,5,750,12,762,1.0,212.34697446659672,True
contaminated,12,7,750,14,764,1.0,297.2857642532354,True
contaminated,12,10,750,19,769,1.0,424.69394893319344,True
contaminated,12,14,750,33,783,1.0,594.5715285064708,True
contaminated,12,20,750,47,797,1.0,849.3878978663869,False
contaminated,12,28,750,76,826,1.0,1189.1430570129417,False
contaminated,12,38,750,96,846,1.0,1613.837005946135,False
contaminated,12,53,750,159,909,1.0,2250.877929345925,False
contaminated,12,74,750,232,982,1.0,3142.7352221056312,False
contaminated,12,104,750,350,1100,1.0,4416.817068905211,False
contaminated,12,145,750,472,1222,1.0,6158.062259531304,False
contaminated,12,201,750,696,1446,1.0,8536.348373557186,False
contaminated,12,281,750,965,1715,1.0,11933.899965022736,False
contaminated,12,391,750,1454,2204,1.0,16605.533403287864,False
contaminated,12,545,750,2057,2807,1.0,23145.82021685904,False
contaminated,12,759,750,2879,3629,1.0,32234.270724029382,False
contaminated,12,1057,750,4042,4792,1.0,44890.15040223855,False
contaminated,12,1473,750,5837,6587,1.0,62557.418677859394,False
contaminated,12,2052,750,8193,8943,1.0,87147.19832109129,False
contaminated,12,2859,750,11392,12142,1.0,121420.0,False
contaminated,13,1,748,3,751,0.9973333333333333,43.232789212207244,True
contaminated,13,2,750,13,763,1.0,86.46557842441449,True
contaminated,13,3,750,33,783,1.0,129.69836763662173,True
contaminated,13,4,750,37,787,1.0,172.93115684882898,True
contaminated,13,5,750,41,791,1.0,216.16394606103617,True
contaminated,13,7,750,54,804,1.0,302.6295244854507,True
contaminated,13,10,750,64,814,1.0,432.32789212207234,True
contaminated,13,14,750,75,825,1.0,605.2590489709014,True
contaminated,13,20,750,98,848,1.0,864.6557842441447,False
contaminated,13,27,750,129,879,1.0,1167.2853087295955,False
contaminated,13,38,750,178,928,1.0,1642.8459900638752,False
contaminated,13,53,750,222,972,1.0,2291.3378282469835,False
contaminated,13,74,750,275,1025,1.0,3199.226401703336,False
contaminated,13,103,750,416,1166,1.0,4452.977288857345,False
contaminated,13,143,750,587,1337,1.0,6182.288857345636,False
contaminated,13,200,750,820,1570,1.0,8646.557842441447,False
contaminated,13,278,750,1084,1834,1.0,12018.715400993613,False
contaminated,13,387,750,1541,2291,1.0,16731.0894251242,False
contaminated,13,539,750,2075,2825,1.0,23302.4733853797,False
contaminated,13,750,750,2881,3631,1.0,32424.591909155428,False
contaminated,13,1044,750,4070,4820,1.0,45135.03193754436,False
contaminated,13,1454,750,5727,6477,1.0,62860.47551454933,False
contaminated,13,2024,750,7956,8706,1.0,87503.16536550745,False
contaminated,13,2818,750,11433,12183,1.0,121830.0,False
contaminated,14,1,746,2,748,0.9946666666666667,43.55587290253481,True
contaminated,14,2,750,4,754,1.0,87.11174580506962,True
contaminated,14,3,750,13,763,1.0,130.66761870760445,True
contaminated,14,4,750,14,764,1.0,174.22349161013923,True
contaminated,14,5,750,14,764,1.0,217.77936451267405,True
contaminated,14,7,750,25,775,1.0,304.89111031774365,True
contaminated,14,10,750,40,790,1.0,435.5587290253481,True
contaminated,14,14,750,80,830,1.0,609.7822206354873,True
contaminated,14,20,750,88,838,1.0,871.1174580506962,False
contaminated,14,27,750,136,886,1.0,1176.0085683684397,False
contaminated,14,38,750,172,922,1.0,1655.1231702963228,False
contaminated,14,53,750,240,990,1.0,2308.461263834345,False
contaminated,14,74,750,351,1101,1.0,3223.1345947875757,False
contaminated,14,103,750,476,1226,1.0,4486.254908961085,False
contaminated,14,143,750,654,1404,1.0,6228.489825062477,False
contaminated,14,199,750,902,1652,1.0,8667.618707604428,False
contaminated,14,277,750,1193,1943,1.0,12064.976794002143,False
contaminated,14,385,750,1616,2366,1.0,16769.0110674759,False
contaminated,14,536,750,2249,2999,1.0,23345.94787575866,False
contaminated,14,746,750,3025,3775,1.0,32492.68118529097,False
contaminated,14,1038,750,4189,4939,1.0,45210.996072831134,False
contaminated,14,1446,750,5818,6568,1.0,62981.79221706533,False
contaminated,14,2012,750,8051,8801,1.0,87634.41627990003,False
contaminated,14,2801,750,11450,12200,1.0,122000.0,False
contaminated,15,1,746,0,746,0.9946666666666667,41.51442307692308,True
contaminated,15,2,748,2,750,0.9973333333333333,83.02884615384616,True
contaminated,15,3,748,3,751,0.9973333333333333,124.54326923076924,True
contaminated,15,4,750,9,759,1.0,166.05769230769232,True
contaminated,15,5,750,9,759,1.0,207.5721153846154,True
contaminated,15,7,750,12,762,1.0,290.60096153846155,True
contaminated,15,10,750,21,771,1.0,415.1442307692308,True
contaminated,15,14,750,31,781,1.0,581.2019230769231,True
